STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,PRCP_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-04-26,0.00,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-04-27,0.00,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-04-28,0.00,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-04-29,0.00,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-04-30,0.00,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-05-01,0.00,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-05-02,0.00,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-05-03,0.00,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-05-04,0.00,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-05-05,0.00,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-05-06,0.00,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-05-07,0.00,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-05-08,0.87,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-05-09,0.00,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-05-10,0.00,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-05-11,0.00,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-05-12,0.00,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-05-13,0.00,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-05-14,0.00,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-05-15,0.00,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-05-16,0.06,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-05-17,0.00,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-05-18,0.00,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-05-19,0.00,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-05-20,0.00,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-05-21,0.00,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-05-22,0.00,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-05-23,0.00,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-05-24,0.13,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-05-25,0.23,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-05-26,0.00,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-05-27,0.72,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-05-28,0.13,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-05-29,0.12,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-05-30,0.00,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-05-31,0.00,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-06-01,0.00,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-06-02,0.00,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-06-03,4.10,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-06-04,3.82,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-06-05,0.08,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-06-06,0.03,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-06-07,0.29,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-06-08,5.44,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-06-09,0.71,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-06-10,0.18,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-06-11,1.87,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-06-12,0.00,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-06-13,0.54,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-06-14,0.00,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-06-15,0.15,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-06-16,0.19,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-06-17,0.00,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-06-18,0.00,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-06-19,0.18,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-06-20,0.00,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-06-21,0.32,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-06-22,0.94,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-06-23,0.72,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-06-24,0.00,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-06-25,0.00,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-06-26,0.00,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-06-27,0.00,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-06-28,0.39,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-06-29,0.00,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-06-30,0.19,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-07-01,0.29,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-07-02,0.52,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-07-03,0.00,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-07-04,0.00,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-07-05,0.00,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-07-06,0.00,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-07-07,0.00,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-07-08,0.13,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-07-09,0.00,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-07-10,1.74,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-07-11,0.36,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-07-12,0.57,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-07-13,0.04,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-07-14,0.00,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-07-15,0.00,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-07-16,0.00,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-07-17,0.00,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-07-18,1.89,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-07-19,0.01,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-07-20,1.09,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-07-21,0.35,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-07-22,1.02,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-07-23,0.00,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-07-24,0.49,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-07-25,0.00,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-07-26,0.45,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-07-27,0.67,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-07-28,0.15,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-07-29,0.04,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-07-30,0.00,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-07-31,0.39,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-08-01,0.98,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-08-02,0.00,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-08-03,0.00,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-08-04,0.27,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-08-05,0.63,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-08-06,0.54,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-08-07,0.50,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-08-09,0.62,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-08-10,0.00,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-08-11,0.68,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-08-12,0.20,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-08-13,0.00,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-08-14,0.00,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-08-15,0.00,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-08-16,0.53,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-08-17,0.00,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-08-18,0.00,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-08-19,0.00,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-08-20,0.15,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-08-21,0.05,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-08-22,0.58,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-08-23,0.27,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-08-24,0.15,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-08-25,0.00,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-08-26,0.80,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-08-27,0.21,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-08-28,0.04,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-08-29,0.00,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-08-30,0.00,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-08-31,0.07,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-09-01,0.76,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-09-02,4.10,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-09-03,4.52,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-09-04,7.61,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-09-05,1.37,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-09-06,0.44,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-09-07,0.00,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-09-08,0.00,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-09-09,1.12,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-09-10,0.29,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-09-11,0.07,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-09-12,0.00,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-09-13,0.35,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-09-14,0.00,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-09-15,0.00,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-09-16,0.00,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-09-17,0.00,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-09-18,0.00,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-09-19,0.14,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-09-20,0.36,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-09-21,0.18,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-09-22,0.08,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-09-23,0.00,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-09-24,0.00,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-09-25,0.00,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-09-26,0.00,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-09-27,0.00,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-09-28,0.00,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-09-29,3.04,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-09-30,0.00,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-10-01,0.06,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-10-02,0.00,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-10-03,0.09,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-10-04,3.08,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-10-05,1.17,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-10-06,0.21,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-10-07,1.67,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-10-08,0.05,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-10-09,0.00,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-10-10,0.00,",,I",,,,,,
IN024062400,"BAGATI, IN",22.983,88.367,12.0,1970-10-11,1.54,",,I",,,,,,
